	7.62 	5.29 	0.40 	0.16 	0.16 	0.54 	0.76 	0.98 	1.58 	2.47 	3.73 	5.08 	6.80 	9.43 	13.86 	20.49 	33.39 	51.10 	78.53 
	4.84 	4.68 	0.34 	0.14 	0.12 	0.25 	0.35 	0.45 	0.61 	0.85 	1.25 	1.88 	2.64 	3.96 	6.71 	10.89 	19.41 	33.30 	58.80 
	6.22 	4.44 	0.31 	0.19 	0.17 	0.39 	0.54 	0.74 	1.04 	1.61 	2.41 	3.31 	4.65 	6.58 	9.76 	14.92 	24.56 	40.67 	66.84 
	7.57 	4.59 	0.33 	0.22 	0.20 	0.50 	0.71 	0.99 	1.50 	2.46 	3.54 	4.85 	6.70 	9.19 	13.21 	19.62 	31.93 	49.41 	76.36 
	4.85 	4.27 	0.29 	0.17 	0.13 	0.27 	0.35 	0.48 	0.57 	0.77 	1.27 	1.77 	2.63 	4.04 	6.48 	10.65 	18.22 	32.03 	56.36 
	6.30 	4.42 	0.25 	0.14 	0.15 	0.38 	0.48 	0.68 	0.97 	1.46 	2.32 	3.31 	4.53 	6.48 	9.25 	14.41 	23.27 	39.99 	67.09 
	7.66 	4.91 	0.26 	0.16 	0.17 	0.52 	0.67 	0.94 	1.38 	2.19 	3.43 	4.82 	6.51 	9.13 	12.66 	19.49 	29.97 	49.35 	76.87 
	4.92 	3.88 	0.25 	0.11 	0.13 	0.23 	0.27 	0.41 	0.56 	0.75 	1.21 	1.80 	2.58 	3.92 	6.00 	9.77 	17.54 	31.34 	56.48 
	6.61 	5.05 	0.30 	0.13 	0.15 	0.37 	0.53 	0.64 	0.99 	1.56 	2.37 	3.36 	4.65 	6.38 	9.31 	14.48 	23.36 	40.70 	67.49 
	8.07 	5.30 	0.31 	0.15 	0.17 	0.50 	0.73 	0.90 	1.41 	2.35 	3.61 	5.02 	6.63 	9.11 	12.88 	19.58 	30.52 	51.33 	78.29 
	5.13 	4.79 	0.28 	0.11 	0.12 	0.24 	0.30 	0.37 	0.56 	0.79 	1.13 	1.70 	2.69 	3.74 	5.93 	9.83 	17.24 	31.44 	56.13 
	6.67 	4.43 	0.28 	0.15 	0.15 	0.36 	0.49 	0.64 	0.96 	1.50 	2.30 	3.36 	4.45 	6.18 	9.04 	14.29 	22.71 	39.14 	66.71 
	8.08 	4.89 	0.29 	0.14 	0.17 	0.48 	0.63 	0.84 	1.35 	2.22 	3.47 	4.93 	6.44 	8.78 	12.31 	19.06 	29.59 	49.29 	78.66 
	5.25 	3.93 	0.27 	0.15 	0.12 	0.22 	0.33 	0.44 	0.58 	0.80 	1.14 	1.81 	2.50 	3.66 	5.94 	9.93 	16.81 	30.69 	54.71 
	6.67 	3.91 	0.21 	0.15 	0.16 	0.34 	0.45 	0.55 	0.86 	1.38 	2.13 	3.25 	4.55 	6.14 	8.92 	13.55 	22.22 	37.11 	65.08 
	8.08 	4.21 	0.23 	0.14 	0.17 	0.47 	0.61 	0.75 	1.20 	2.05 	3.17 	4.78 	6.55 	8.73 	12.34 	18.15 	28.81 	47.10 	77.47 
	5.26 	3.58 	0.19 	0.15 	0.14 	0.21 	0.28 	0.33 	0.52 	0.72 	1.10 	1.73 	2.57 	3.65 	5.68 	9.35 	16.55 	29.03 	53.34 
	6.98 	4.01 	0.22 	0.15 	0.14 	0.33 	0.44 	0.54 	0.86 	1.44 	2.16 	3.29 	4.58 	6.21 	8.91 	13.64 	22.29 	37.61 	65.37 
	8.42 	4.57 	0.23 	0.15 	0.16 	0.45 	0.61 	0.72 	1.21 	2.13 	3.22 	4.89 	6.57 	8.68 	12.33 	18.32 	29.16 	47.60 	78.71 
	5.54 	3.42 	0.21 	0.15 	0.12 	0.21 	0.24 	0.35 	0.51 	0.76 	1.13 	1.71 	2.62 	3.82 	5.69 	9.36 	16.37 	29.64 	53.52 
	6.98 	4.44 	0.22 	0.10 	0.12 	0.35 	0.45 	0.55 	0.80 	1.34 	2.11 	3.21 	4.44 	6.05 	8.76 	13.03 	21.36 	36.44 	63.63 
	8.42 	4.74 	0.25 	0.12 	0.15 	0.48 	0.61 	0.73 	1.11 	1.99 	3.15 	4.76 	6.41 	8.75 	12.21 	17.63 	27.89 	46.76 	77.69 
	5.55 	4.11 	0.18 	0.08 	0.10 	0.20 	0.27 	0.36 	0.50 	0.70 	1.10 	1.68 	2.50 	3.46 	5.52 	8.83 	15.71 	28.25 	51.98 
	7.35 	4.12 	0.21 	0.13 	0.14 	0.34 	0.46 	0.55 	0.85 	1.35 	2.10 	3.16 	4.61 	6.34 	8.76 	13.00 	21.55 	36.44 	66.04 
	8.82 	4.31 	0.23 	0.14 	0.16 	0.48 	0.66 	0.75 	1.20 	1.93 	3.15 	4.70 	6.71 	9.13 	12.37 	17.54 	28.60 	46.75 	80.60 
	5.89 	3.91 	0.18 	0.12 	0.11 	0.20 	0.26 	0.33 	0.51 	0.77 	1.08 	1.65 	2.54 	3.66 	5.38 	8.86 	15.45 	28.27 	54.67 
	7.30 	4.09 	0.17 	0.11 	0.15 	0.34 	0.44 	0.50 	0.79 	1.24 	2.02 	3.02 	4.38 	6.12 	8.42 	12.56 	20.97 	35.23 	61.81 
	8.70 	4.20 	0.17 	0.11 	0.17 	0.45 	0.60 	0.65 	1.07 	1.79 	3.00 	4.50 	6.40 	8.81 	11.87 	17.25 	27.57 	45.17 	75.97 
	5.92 	3.96 	0.16 	0.10 	0.12 	0.22 	0.27 	0.33 	0.50 	0.71 	1.08 	1.58 	2.41 	3.54 	5.18 	8.29 	15.26 	27.33 	51.22 
	7.32 	4.26 	0.20 	0.10 	0.14 	0.31 	0.43 	0.49 	0.74 	1.19 	1.97 	2.99 	4.35 	6.08 	8.39 	12.19 	19.94 	33.90 	60.57 
	8.70 	4.55 	0.21 	0.11 	0.18 	0.42 	0.59 	0.67 	0.99 	1.66 	2.87 	4.36 	6.33 	8.69 	11.80 	16.60 	26.46 	43.76 	74.99 
	5.96 	3.95 	0.20 	0.10 	0.10 	0.19 	0.25 	0.30 	0.48 	0.73 	1.09 	1.67 	2.43 	3.58 	5.19 	8.18 	14.27 	26.03 	50.08 
	7.44 	3.98 	0.18 	0.10 	0.12 	0.37 	0.46 	0.47 	0.72 	1.13 	1.89 	3.02 	4.35 	6.05 	8.36 	12.01 	19.29 	32.64 	58.58 
	8.81 	4.32 	0.21 	0.11 	0.11 	0.50 	0.62 	0.63 	0.97 	1.60 	2.80 	4.44 	6.34 	8.82 	11.79 	16.66 	25.60 	41.75 	72.78 
	6.09 	3.62 	0.16 	0.09 	0.13 	0.24 	0.28 	0.30 	0.47 	0.68 	1.00 	1.65 	2.41 	3.39 	5.16 	7.79 	13.79 	25.34 	48.40 
	7.34 	3.61 	0.17 	0.09 	0.12 	0.36 	0.47 	0.49 	0.64 	1.07 	1.79 	2.80 	4.28 	5.78 	8.15 	11.57 	17.79 	31.98 	55.58 
	8.68 	3.95 	0.18 	0.09 	0.13 	0.48 	0.62 	0.63 	0.81 	1.48 	2.59 	4.06 	6.22 	8.33 	11.60 	16.17 	23.74 	41.45 	69.26 
	6.02 	3.24 	0.16 	0.08 	0.10 	0.22 	0.31 	0.34 	0.47 	0.66 	1.02 	1.58 	2.40 	3.33 	4.91 	7.41 	12.61 	24.37 	45.81 
																			
